Accident_ID,Date,Hour,Time_of_Day,Weather,Road_Condition,Severity,Vehicle_Type,Speed_Limit,Latitude,Longitude,Casualties
A04180,2024-09-22,16,Afternoon,Clear,Dry,Minor,Bus,80,40.763112,-74.052737,0
A04181,2023-03-03,19,Evening,Snow,Dry,Moderate,Truck,60,41.960071,-87.664069,1
A04182,2023-01-07,8,Morning,Storm,Dry,Fatal,Truck,40,34.078749,-118.082931,0
A04183,2024-06-10,16,Afternoon,Clear,Wet,Severe,Bike,60,41.770332,-87.608403,0
A04184,2023-06-16,4,Night,Rain,Dry,Minor,Bus,60,34.043204,-118.139214,0
A04185,2023-03-01,10,Morning,Clear,Wet,Minor,Bus,60,41.857905,-87.590628,0
A04186,2024-07-05,14,Afternoon,Fog,Dry,Minor,Bike,40,34.036721,-118.246737,1
A04187,2023-05-22,15,Afternoon,Fog,Wet,Moderate,Bike,80,41.905315,-87.569025,1
A04188,2023-12-12,23,Night,Clear,Wet,Moderate,Bike,80,41.906712,-87.649814,1
A04189,2024-10-09,10,Morning,Clear,Dry,Moderate,Bus,50,41.873791,-87.67352,3
A04190,2023-11-21,22,Night,Clear,Under Construction,Severe,Bike,40,41.845708,-87.615065,0
A04191,2024-05-29,4,Night,Clear,Dry,Minor,Car,30,34.073688,-118.150676,0
A04192,2024-12-10,13,Afternoon,Fog,Dry,Severe,Car,40,33.984216,-118.304764,0
A04193,2023-01-07,1,Night,Storm,Wet,Moderate,Truck,50,40.727191,-74.035148,0
A04194,2024-01-17,20,Evening,Storm,Under Construction,Severe,Truck,30,40.664807,-74.048805,0
A04195,2023-08-31,4,Night,Storm,Dry,Fatal,Car,50,41.847635,-87.563987,0
A04196,2023-11-21,2,Night,Clear,Dry,Moderate,Car,50,40.828323,-74.063008,1
A04197,2023-12-15,15,Afternoon,Clear,Icy,Moderate,Truck,100,40.761231,-74.04505,2
A04198,2024-10-10,13,Afternoon,Rain,Dry,Fatal,Truck,100,41.846769,-87.659288,3
A04199,2023-04-13,9,Morning,Rain,Icy,Severe,Bike,80,34.04406,-118.252814,3
A04200,2024-06-21,19,Evening,Rain,Under Construction,Minor,Bus,80,34.004055,-118.218005,0
A04201,2024-09-26,22,Night,Fog,Icy,Severe,Truck,60,34.028559,-118.27485,1
A04202,2024-12-07,7,Morning,Snow,Dry,Fatal,Bus,100,34.021465,-118.218556,0
A04203,2024-03-27,23,Night,Rain,Wet,Minor,Bus,40,33.99117,-118.229731,0
A04204,2023-01-07,4,Night,Rain,Dry,Moderate,Truck,50,34.089982,-118.229459,1
A04205,2023-10-22,6,Morning,Rain,Wet,Moderate,Truck,40,40.657468,-73.946626,0
A04206,2024-12-25,17,Evening,Rain,Dry,Moderate,Truck,40,40.549558,-74.065978,1
A04207,2023-03-06,4,Night,Storm,Wet,Moderate,Truck,100,40.652387,-73.94917,0
A04208,2023-01-08,20,Evening,Clear,Wet,Moderate,Car,30,34.0982,-118.225317,0
A04209,2024-01-22,23,Night,Rain,Dry,Moderate,Car,80,40.643353,-73.985452,2
A04210,2023-09-08,13,Afternoon,Clear,Under Construction,Moderate,Bus,40,34.091776,-118.216441,0
A04211,2023-07-28,22,Night,Clear,Wet,Moderate,Bus,50,41.8695,-87.651109,2
A04212,2023-01-25,17,Evening,Storm,Under Construction,Severe,Bus,60,40.660423,-73.925384,0
A04213,2024-06-15,22,Night,Rain,Dry,Minor,Bus,40,40.694154,-73.909744,1
A04214,2023-07-05,11,Morning,Clear,Dry,Fatal,Bus,50,34.023298,-118.214084,2
A04215,2023-09-24,23,Night,Clear,Dry,Moderate,Bike,60,34.014068,-118.251802,1
A04216,2023-05-19,12,Afternoon,Rain,Dry,Moderate,Car,50,40.72228,-74.035451,1
A04217,2023-05-26,19,Evening,Rain,Wet,Minor,Bus,60,40.695791,-74.030194,2
A04218,2024-11-04,17,Evening,Fog,Icy,Moderate,Car,60,40.763502,-74.029732,0
A04219,2023-02-24,17,Evening,Rain,Dry,Severe,Bus,30,40.645171,-74.027687,1
A04220,2024-10-22,15,Afternoon,Storm,Dry,Severe,Car,60,40.767412,-74.033507,3
A04221,2024-12-04,6,Morning,Storm,Wet,Fatal,Bus,100,40.66213,-73.974655,1
A04222,2023-08-11,18,Evening,Rain,Dry,Minor,Truck,30,41.887262,-87.617316,2
A04223,2023-11-30,5,Morning,Storm,Icy,Severe,Truck,80,40.717565,-73.967639,2
A04224,2024-08-03,19,Evening,Rain,Dry,Moderate,Bus,40,40.753481,-73.934172,1
A04225,2023-04-14,23,Night,Rain,Under Construction,Minor,Bike,100,34.063424,-118.214512,2
A04226,2024-08-22,2,Night,Fog,Dry,Minor,Bike,40,41.784803,-87.645412,1
A04227,2024-07-20,17,Evening,Clear,Dry,Moderate,Truck,40,40.687095,-74.059217,0
A04228,2023-11-29,20,Evening,Rain,Wet,Severe,Truck,80,34.023609,-118.201188,0
A04229,2024-07-07,6,Morning,Clear,Under Construction,Moderate,Bike,50,33.979068,-118.247254,2
A04230,2024-03-03,3,Night,Rain,Dry,Moderate,Bus,100,34.00994,-118.17265,2
A04231,2024-05-19,7,Morning,Rain,Dry,Moderate,Bus,50,40.755037,-73.938398,2
A04232,2023-09-11,0,Night,Fog,Dry,Minor,Bike,50,41.840951,-87.668079,2
A04233,2023-09-17,18,Evening,Storm,Under Construction,Moderate,Car,40,34.068578,-118.318197,2
A04234,2024-04-02,19,Evening,Clear,Dry,Minor,Bus,30,41.918483,-87.645264,0
A04235,2023-07-11,18,Evening,Storm,Dry,Fatal,Bus,30,40.803904,-73.984378,0
A04236,2023-06-15,1,Night,Rain,Icy,Minor,Truck,100,34.032945,-118.280332,0
A04237,2024-09-02,14,Afternoon,Clear,Wet,Minor,Bus,100,41.921326,-87.609853,1
A04238,2023-04-26,6,Morning,Rain,Dry,Minor,Bike,40,34.07657,-118.253998,1
A04239,2024-08-16,17,Evening,Rain,Dry,Fatal,Truck,40,41.934767,-87.714097,1
A04240,2023-06-02,0,Night,Rain,Dry,Moderate,Car,40,41.953965,-87.673876,2
A04241,2024-01-09,12,Afternoon,Rain,Dry,Minor,Car,80,41.833796,-87.559179,0
A04242,2023-07-12,5,Morning,Snow,Wet,Moderate,Car,50,40.681411,-74.028765,2
A04243,2024-07-21,15,Afternoon,Rain,Under Construction,Moderate,Bus,80,41.964315,-87.653721,3
A04244,2024-05-30,16,Afternoon,Snow,Under Construction,Severe,Bus,50,41.956918,-87.554198,2
A04245,2024-12-01,6,Morning,Fog,Wet,Moderate,Bike,100,41.943037,-87.641629,1
A04246,2024-06-10,11,Morning,Rain,Icy,Severe,Truck,100,40.703857,-74.003791,4
A04247,2024-07-01,12,Afternoon,Storm,Wet,Severe,Car,40,40.726014,-73.940742,1
A04248,2023-01-18,8,Morning,Clear,Dry,Moderate,Truck,60,34.061743,-118.249469,1
A04249,2024-10-22,2,Night,Clear,Dry,Severe,Bike,30,41.93194,-87.698963,2
A04250,2024-04-16,2,Night,Clear,Dry,Moderate,Truck,40,34.035698,-118.173495,0
A04251,2024-08-07,2,Night,Clear,Wet,Minor,Truck,100,40.731227,-74.045569,0
A04252,2024-08-14,5,Morning,Rain,Dry,Severe,Bike,100,41.85679,-87.702105,2
A04253,2023-01-25,2,Night,Clear,Dry,Moderate,Truck,60,34.047429,-118.201854,2
A04254,2023-10-11,20,Evening,Rain,Dry,Minor,Truck,30,41.932649,-87.638444,1
A04255,2024-09-18,6,Morning,Clear,Dry,Moderate,Bus,60,40.701412,-73.927146,2
A04256,2023-03-26,6,Morning,Fog,Wet,Moderate,Bus,30,41.884145,-87.618265,1
A04257,2024-09-15,3,Night,Clear,Dry,Severe,Bus,30,40.723183,-74.028162,3
A04258,2024-10-10,4,Night,Clear,Wet,Minor,Truck,30,41.877433,-87.729714,2
A04259,2023-08-01,5,Morning,Clear,Dry,Moderate,Bus,60,40.594564,-73.940919,1
A04260,2024-04-22,21,Night,Storm,Dry,Severe,Car,30,40.637597,-73.967653,1
A04261,2024-09-12,23,Night,Clear,Dry,Minor,Car,30,41.868016,-87.694521,1
A04262,2023-04-26,12,Afternoon,Clear,Wet,Moderate,Car,40,34.165457,-118.213963,2
A04263,2023-07-05,1,Night,Storm,Dry,Minor,Car,60,40.703444,-73.985355,1
A04264,2023-05-20,23,Night,Clear,Dry,Minor,Bus,40,34.06884,-118.239628,1
A04265,2023-07-22,19,Evening,Clear,Icy,Minor,Truck,30,41.882372,-87.584928,0
A04266,2023-10-28,18,Evening,Rain,Under Construction,Minor,Bus,60,40.683905,-74.023439,1
A04267,2023-12-12,6,Morning,Fog,Under Construction,Severe,Car,100,41.885183,-87.677465,0
A04268,2023-07-03,14,Afternoon,Rain,Icy,Severe,Bike,80,41.891149,-87.613706,0
A04269,2023-04-17,4,Night,Rain,Dry,Minor,Truck,30,34.138146,-118.296479,3
A04270,2023-04-03,9,Morning,Rain,Dry,Moderate,Bus,100,40.703751,-73.987435,1
A04271,2024-06-21,4,Night,Clear,Dry,Moderate,Car,80,34.040249,-118.214887,1
A04272,2024-11-11,10,Morning,Clear,Under Construction,Minor,Truck,80,40.869804,-74.050943,2
A04273,2023-10-21,12,Afternoon,Clear,Under Construction,Severe,Car,80,40.739316,-73.878855,0
A04274,2023-07-18,22,Night,Fog,Dry,Moderate,Bike,100,34.016106,-118.26812,1
A04275,2024-01-25,2,Night,Storm,Wet,Severe,Car,40,41.85542,-87.69913,0
A04276,2024-11-13,18,Evening,Fog,Dry,Moderate,Bike,40,41.905326,-87.6241,1
A04277,2024-12-12,18,Evening,Rain,Under Construction,Minor,Car,30,34.072501,-118.265197,3
A04278,2023-08-23,14,Afternoon,Rain,Wet,Moderate,Truck,50,40.692272,-74.012214,1
A04279,2023-07-15,13,Afternoon,Clear,Icy,Moderate,Bike,80,34.052434,-118.257909,1
A04280,2024-01-11,12,Afternoon,Fog,Dry,Minor,Truck,40,34.065334,-118.269237,2
A04281,2023-01-28,8,Morning,Clear,Dry,Minor,Truck,30,40.790457,-73.917359,1
A04282,2023-05-25,15,Afternoon,Clear,Dry,Minor,Bus,30,40.737565,-74.009837,2
A04283,2024-01-06,19,Evening,Clear,Dry,Minor,Bus,40,40.623036,-73.958938,2
A04284,2024-07-24,15,Afternoon,Fog,Wet,Minor,Car,40,34.011231,-118.179996,1
A04285,2024-09-05,19,Evening,Snow,Dry,Minor,Bus,100,40.682839,-74.012604,5
A04286,2023-03-29,13,Afternoon,Storm,Dry,Moderate,Car,60,34.071664,-118.207102,0
A04287,2023-08-22,4,Night,Clear,Dry,Severe,Bike,80,40.742317,-73.994169,2
A04288,2024-10-27,3,Night,Clear,Dry,Fatal,Bike,50,34.004767,-118.266881,0
A04289,2023-06-12,21,Night,Clear,Icy,Severe,Car,40,41.9114,-87.619359,2
A04290,2024-12-19,22,Night,Storm,Dry,Severe,Car,40,33.998728,-118.215854,1
A04291,2023-03-02,3,Night,Clear,Wet,Fatal,Bike,60,40.796161,-73.896249,0
A04292,2024-05-23,18,Evening,Clear,Dry,Fatal,Bus,50,41.860605,-87.588565,1
A04293,2024-03-09,9,Morning,Rain,Wet,Moderate,Car,50,41.87596,-87.668397,2
A04294,2024-03-29,18,Evening,Clear,Wet,Minor,Bike,50,41.78759,-87.670219,1
A04295,2023-10-19,13,Afternoon,Rain,Dry,Moderate,Truck,50,40.736592,-74.069863,1
A04296,2024-05-06,3,Night,Snow,Icy,Minor,Bike,60,40.788873,-73.922502,0
A04297,2024-03-20,0,Night,Clear,Under Construction,Moderate,Car,80,40.722546,-73.981962,0
A04298,2023-03-02,3,Night,Clear,Wet,Moderate,Car,30,41.892689,-87.677489,2
A04299,2023-08-01,0,Night,Clear,Under Construction,Severe,Bus,80,41.925642,-87.656452,0
A04300,2023-08-24,3,Night,Clear,Dry,Minor,Bus,50,34.064457,-118.188538,0
A04301,2023-04-03,15,Afternoon,Snow,Icy,Minor,Bus,80,40.779703,-73.962529,2
A04302,2023-02-13,17,Evening,Clear,Icy,Fatal,Car,100,40.695879,-73.95647,1
A04303,2024-11-17,11,Morning,Clear,Dry,Moderate,Car,40,34.069356,-118.203116,0
A04304,2024-08-29,0,Night,Clear,Dry,Minor,Car,50,41.889742,-87.629708,1
A04305,2024-12-22,1,Night,Rain,Dry,Severe,Car,40,33.963736,-118.23222,2
A04306,2024-06-04,1,Night,Rain,Wet,Minor,Bus,30,34.143478,-118.210148,3
A04307,2023-09-10,1,Night,Clear,Wet,Moderate,Truck,50,34.061557,-118.255983,2
A04308,2023-03-23,1,Night,Rain,Wet,Fatal,Bike,80,34.085211,-118.268366,0
A04309,2023-10-10,15,Afternoon,Clear,Dry,Severe,Truck,60,34.074152,-118.320469,2
A04310,2023-06-29,3,Night,Clear,Dry,Minor,Truck,30,41.960858,-87.712324,0
A04311,2023-01-18,18,Evening,Snow,Under Construction,Minor,Truck,50,34.025817,-118.299278,2
A04312,2024-06-28,16,Afternoon,Clear,Dry,Minor,Bike,60,41.869586,-87.729834,1
A04313,2024-03-12,22,Night,Clear,Dry,Minor,Bike,60,34.017779,-118.263416,2
A04314,2023-01-31,6,Morning,Clear,Dry,Moderate,Car,50,40.781839,-73.957176,2
A04315,2023-07-23,21,Night,Rain,Wet,Moderate,Bus,40,40.683782,-74.05528,0
A04316,2024-03-26,8,Morning,Clear,Wet,Minor,Bus,60,34.093425,-118.229997,1
A04317,2023-06-02,2,Night,Snow,Wet,Minor,Car,80,34.137584,-118.288768,2
A04318,2023-09-04,4,Night,Fog,Dry,Moderate,Bus,30,41.844698,-87.591509,0
A04319,2023-02-02,1,Night,Storm,Dry,Moderate,Bus,60,33.92707,-118.265474,1
A04320,2024-03-11,3,Night,Clear,Dry,Moderate,Bike,100,34.154463,-118.181228,1
A04321,2024-08-26,0,Night,Fog,Dry,Minor,Car,30,40.668405,-73.957755,1
A04322,2024-04-02,18,Evening,Rain,Dry,Fatal,Bus,30,34.11749,-118.316941,3
A04323,2023-09-16,1,Night,Rain,Icy,Minor,Bike,80,40.723433,-73.958542,1
A04324,2023-08-30,17,Evening,Snow,Dry,Severe,Car,100,41.965175,-87.669944,1
A04325,2024-07-30,22,Night,Rain,Dry,Moderate,Bike,80,41.861291,-87.620246,2
A04326,2023-01-04,10,Morning,Storm,Dry,Moderate,Car,50,40.717944,-74.05443,1
A04327,2023-06-26,1,Night,Clear,Wet,Moderate,Car,80,34.067033,-118.295924,4
A04328,2023-11-01,20,Evening,Clear,Dry,Moderate,Bus,60,41.856656,-87.601745,2
A04329,2024-09-12,16,Afternoon,Rain,Dry,Fatal,Truck,100,34.178205,-118.339167,0
A04330,2023-03-08,6,Morning,Rain,Dry,Minor,Bus,100,33.954436,-118.182748,1
A04331,2023-05-04,13,Afternoon,Clear,Icy,Minor,Bike,30,34.075886,-118.218359,1
A04332,2024-02-25,12,Afternoon,Rain,Under Construction,Minor,Truck,40,40.690419,-73.984721,1
A04333,2024-05-11,9,Morning,Fog,Wet,Moderate,Bus,60,40.761799,-73.936428,1
A04334,2024-08-07,8,Morning,Clear,Dry,Minor,Truck,40,40.76553,-73.950432,1
A04335,2023-11-27,13,Afternoon,Rain,Dry,Severe,Truck,100,40.767225,-74.08875,2
A04336,2024-12-06,16,Afternoon,Clear,Dry,Minor,Bike,80,41.905561,-87.620032,0
A04337,2024-08-05,3,Night,Rain,Icy,Minor,Bus,30,41.934123,-87.630741,2
A04338,2023-03-10,22,Night,Clear,Wet,Minor,Truck,60,34.073373,-118.270978,2
A04339,2024-11-07,4,Night,Clear,Icy,Severe,Truck,60,40.715945,-73.949991,1
A04340,2023-02-22,16,Afternoon,Rain,Dry,Moderate,Truck,30,34.058482,-118.252857,0
A04341,2023-04-02,13,Afternoon,Rain,Icy,Minor,Truck,100,40.651036,-74.002783,5
A04342,2024-11-12,21,Night,Clear,Dry,Moderate,Bike,30,40.678615,-73.970671,0
A04343,2024-07-12,2,Night,Rain,Dry,Moderate,Bike,100,40.791623,-73.981275,0
A04344,2024-12-19,19,Evening,Storm,Dry,Moderate,Bus,40,41.864256,-87.624333,0
A04345,2023-04-25,2,Night,Clear,Wet,Severe,Car,100,34.158305,-118.186907,1
A04346,2024-07-04,16,Afternoon,Clear,Icy,Minor,Bike,100,41.896084,-87.622805,1
A04347,2024-06-04,0,Night,Clear,Dry,Minor,Bus,50,40.684685,-73.968809,0
A04348,2023-11-08,17,Evening,Storm,Dry,Moderate,Truck,30,40.767202,-74.028219,1
A04349,2024-04-07,11,Morning,Clear,Wet,Minor,Truck,80,41.803847,-87.69069,0
A04350,2024-03-26,16,Afternoon,Rain,Dry,Moderate,Bus,30,33.976729,-118.242543,0
A04351,2024-07-06,5,Morning,Clear,Dry,Moderate,Car,50,40.665393,-73.981475,2
A04352,2024-07-07,1,Night,Rain,Wet,Minor,Bus,50,34.001679,-118.260937,1
A04353,2024-04-29,21,Night,Rain,Dry,Moderate,Truck,40,40.562333,-74.050086,0
A04354,2024-01-25,18,Evening,Clear,Dry,Moderate,Bike,80,40.736721,-74.067666,0
A04355,2024-02-17,2,Night,Rain,Dry,Minor,Car,40,41.835305,-87.541954,3
A04356,2024-06-07,15,Afternoon,Snow,Dry,Minor,Bike,40,41.780729,-87.585403,2
A04357,2024-09-06,21,Night,Rain,Wet,Minor,Truck,60,34.076895,-118.302021,2
A04358,2024-02-06,18,Evening,Clear,Wet,Moderate,Bus,100,41.847773,-87.707093,0
A04359,2024-10-12,1,Night,Clear,Dry,Moderate,Car,80,34.031769,-118.212708,0
A04360,2023-12-30,7,Morning,Fog,Icy,Minor,Car,50,41.823722,-87.648005,0
A04361,2023-04-01,18,Evening,Rain,Under Construction,Moderate,Car,50,34.050222,-118.229079,1
A04362,2024-03-13,1,Night,Clear,Wet,Minor,Truck,40,34.109181,-118.304351,1
A04363,2024-05-14,9,Morning,Clear,Wet,Minor,Truck,50,41.856997,-87.628251,2
A04364,2024-01-22,11,Morning,Clear,Dry,Moderate,Bus,80,40.626923,-73.987652,2
A04365,2024-11-05,21,Night,Clear,Wet,Moderate,Bus,40,41.883481,-87.663987,1
A04366,2023-10-27,20,Evening,Clear,Dry,Severe,Bus,100,40.723637,-74.074489,3
A04367,2024-10-17,9,Morning,Snow,Wet,Severe,Bus,60,41.893636,-87.622976,3
A04368,2024-07-13,7,Morning,Rain,Wet,Moderate,Bike,80,41.870541,-87.604378,0
A04369,2024-03-15,0,Night,Storm,Dry,Severe,Bus,80,34.033102,-118.206159,1
A04370,2023-11-16,4,Night,Fog,Dry,Moderate,Bus,30,40.707878,-73.90431,4
A04371,2023-06-06,17,Evening,Rain,Dry,Fatal,Car,60,34.04426,-118.268685,0
A04372,2023-05-26,5,Morning,Clear,Under Construction,Minor,Truck,100,34.044856,-118.203755,2
A04373,2024-02-21,8,Morning,Clear,Dry,Minor,Truck,30,41.834093,-87.659325,1
A04374,2024-05-29,18,Evening,Clear,Wet,Fatal,Bike,80,40.678893,-74.117538,0
A04375,2024-02-14,17,Evening,Clear,Wet,Minor,Truck,80,41.855692,-87.68743,4
A04376,2023-02-12,13,Afternoon,Clear,Dry,Moderate,Bike,60,40.657051,-74.003628,0
A04377,2024-05-06,4,Night,Clear,Icy,Fatal,Bus,80,41.865885,-87.646164,0
A04378,2024-08-12,2,Night,Snow,Under Construction,Moderate,Car,80,34.003062,-118.313979,2
A04379,2023-03-06,2,Night,Storm,Dry,Severe,Car,40,33.996178,-118.319424,4
A04380,2023-04-26,18,Evening,Clear,Wet,Moderate,Truck,50,41.990566,-87.527602,2
A04381,2024-11-08,19,Evening,Snow,Icy,Moderate,Truck,40,41.835276,-87.600162,0
A04382,2024-02-22,3,Night,Rain,Under Construction,Minor,Truck,60,40.714093,-73.940746,5
A04383,2024-02-22,0,Night,Clear,Dry,Moderate,Truck,40,34.035397,-118.262015,3
A04384,2023-02-14,8,Morning,Clear,Dry,Minor,Car,60,34.011215,-118.31704,0
A04385,2023-12-07,22,Night,Rain,Dry,Minor,Truck,50,40.765,-73.95956,4
A04386,2023-10-13,9,Morning,Clear,Dry,Moderate,Truck,50,34.086825,-118.23856,4
A04387,2023-05-08,19,Evening,Clear,Wet,Moderate,Bus,50,40.74622,-74.042425,1
A04388,2024-10-27,1,Night,Rain,Under Construction,Moderate,Bike,50,40.606724,-74.006309,2
A04389,2023-01-29,18,Evening,Clear,Dry,Moderate,Bus,30,34.085855,-118.240637,1
A04390,2024-04-26,23,Night,Snow,Dry,Severe,Car,80,34.013896,-118.185576,0
A04391,2023-05-10,22,Night,Rain,Dry,Minor,Car,80,34.052306,-118.220331,1
A04392,2024-07-08,23,Night,Storm,Wet,Severe,Bus,60,40.696957,-74.127593,3
A04393,2024-07-18,4,Night,Storm,Under Construction,Severe,Bike,30,40.736741,-74.029553,3
A04394,2024-03-29,8,Morning,Rain,Dry,Severe,Car,40,34.004561,-118.276652,1
A04395,2023-12-01,19,Evening,Rain,Dry,Moderate,Bus,100,40.647897,-73.914714,1
A04396,2024-01-21,8,Morning,Clear,Dry,Moderate,Bus,80,41.835626,-87.639575,2
A04397,2024-11-10,17,Evening,Clear,Dry,Minor,Truck,100,41.865836,-87.642729,0
A04398,2024-08-18,12,Afternoon,Clear,Wet,Moderate,Bus,50,41.947871,-87.689078,0
A04399,2024-06-02,12,Afternoon,Snow,Dry,Moderate,Bike,100,42.006378,-87.642237,1
A04400,2023-04-03,10,Morning,Clear,Under Construction,Severe,Bike,50,34.127501,-118.149181,0
A04401,2024-11-06,1,Night,Clear,Dry,Moderate,Car,80,40.698244,-73.920253,0
A04402,2023-05-19,23,Night,Clear,Dry,Moderate,Truck,30,41.874777,-87.693242,1
A04403,2024-12-04,15,Afternoon,Clear,Wet,Minor,Truck,100,34.126765,-118.217883,1
A04404,2024-01-26,22,Night,Storm,Dry,Fatal,Bike,30,40.73715,-74.045975,2
A04405,2023-03-14,15,Afternoon,Clear,Dry,Severe,Bus,100,40.754857,-74.013524,0
A04406,2023-03-05,7,Morning,Clear,Dry,Moderate,Bus,40,41.86033,-87.576271,1
A04407,2024-03-07,10,Morning,Rain,Wet,Minor,Bus,100,40.709288,-74.018327,0
A04408,2024-10-25,4,Night,Storm,Under Construction,Severe,Bike,50,40.666823,-73.965776,0
A04409,2024-01-17,19,Evening,Snow,Wet,Severe,Bus,60,40.690343,-73.93666,0
A04410,2023-01-08,1,Night,Fog,Dry,Severe,Bike,40,40.640666,-74.021881,0
A04411,2023-11-02,16,Afternoon,Fog,Wet,Minor,Bike,40,42.027795,-87.653574,0
A04412,2023-02-18,9,Morning,Clear,Dry,Minor,Bus,100,33.986951,-118.243588,1
A04413,2023-10-08,23,Night,Clear,Under Construction,Minor,Bus,60,41.82464,-87.606326,3
A04414,2024-05-24,13,Afternoon,Clear,Dry,Minor,Bike,60,40.659099,-74.088834,1
A04415,2023-09-26,5,Morning,Fog,Dry,Minor,Bike,50,40.565719,-74.035353,0
A04416,2024-03-09,11,Morning,Clear,Dry,Minor,Bus,50,34.049782,-118.240906,0
A04417,2024-07-04,0,Night,Clear,Under Construction,Moderate,Bus,50,41.805305,-87.633533,2
A04418,2023-11-23,7,Morning,Clear,Wet,Moderate,Car,60,40.688485,-73.971367,1
A04419,2023-05-14,7,Morning,Clear,Wet,Severe,Bike,60,34.103758,-118.274594,1
A04420,2024-01-26,4,Night,Snow,Dry,Severe,Truck,60,41.725315,-87.643917,1
A04421,2023-12-11,22,Night,Clear,Icy,Severe,Car,30,33.995397,-118.267797,1
A04422,2024-02-11,20,Evening,Clear,Dry,Moderate,Bike,40,34.055922,-118.257315,2
A04423,2023-02-24,0,Night,Clear,Dry,Moderate,Bus,40,41.928891,-87.579402,1
A04424,2023-07-11,3,Night,Snow,Wet,Fatal,Truck,50,40.75083,-74.017972,0
A04425,2023-07-05,14,Afternoon,Clear,Dry,Minor,Bus,100,33.99697,-118.22275,3
A04426,2024-11-03,15,Afternoon,Rain,Dry,Moderate,Bus,40,34.010533,-118.206468,0
A04427,2023-11-20,19,Evening,Fog,Dry,Minor,Bus,30,40.567461,-74.063434,1
A04428,2023-04-17,2,Night,Rain,Wet,Moderate,Bike,100,40.705379,-73.957703,1
A04429,2023-04-13,2,Night,Clear,Dry,Severe,Bike,80,34.034688,-118.178739,0
A04430,2024-06-13,20,Evening,Clear,Icy,Fatal,Car,30,34.089177,-118.314674,0
A04431,2024-07-03,0,Night,Clear,Dry,Moderate,Bus,80,40.697133,-74.039243,1
A04432,2024-06-12,12,Afternoon,Snow,Dry,Moderate,Bus,80,34.016823,-118.284225,0
A04433,2023-05-11,6,Morning,Clear,Icy,Severe,Truck,80,40.63635,-74.018533,3
A04434,2024-09-01,11,Morning,Clear,Dry,Minor,Car,50,34.041845,-118.263166,1
A04435,2024-04-01,4,Night,Clear,Wet,Minor,Bus,50,41.897567,-87.682434,1
A04436,2023-06-18,20,Evening,Snow,Dry,Moderate,Car,40,33.963501,-118.283492,1
A04437,2023-04-24,5,Morning,Clear,Under Construction,Minor,Truck,80,40.662089,-73.940114,1
A04438,2023-09-15,7,Morning,Fog,Wet,Minor,Bus,50,41.878885,-87.579671,2
A04439,2023-08-22,13,Afternoon,Rain,Dry,Moderate,Bus,80,34.056214,-118.264043,3
A04440,2023-02-19,14,Afternoon,Snow,Dry,Minor,Bike,100,41.923748,-87.613888,0
A04441,2023-06-22,11,Morning,Rain,Dry,Minor,Truck,50,34.110474,-118.186136,2
A04442,2023-05-11,3,Night,Clear,Icy,Severe,Truck,80,41.92494,-87.674435,3
A04443,2023-11-29,8,Morning,Clear,Icy,Severe,Bike,30,34.059371,-118.322597,1
A04444,2023-02-02,21,Night,Rain,Dry,Minor,Bike,50,34.007879,-118.221711,0
A04445,2024-10-30,11,Morning,Snow,Wet,Moderate,Bus,50,34.02117,-118.300268,1
A04446,2023-05-30,6,Morning,Rain,Dry,Moderate,Car,40,40.782437,-74.023791,1
A04447,2023-07-18,4,Night,Clear,Dry,Moderate,Bus,50,41.915968,-87.622649,4
A04448,2024-07-04,19,Evening,Clear,Wet,Moderate,Bus,100,41.93113,-87.647069,2
A04449,2024-09-27,23,Night,Snow,Dry,Minor,Bus,60,40.736653,-73.970465,2
A04450,2024-02-12,6,Morning,Rain,Wet,Minor,Bike,100,40.735515,-74.017747,0
A04451,2024-10-18,21,Night,Clear,Dry,Minor,Truck,60,41.800298,-87.573199,2
A04452,2023-06-23,0,Night,Storm,Dry,Severe,Bus,100,40.650627,-74.055225,0
A04453,2023-06-23,2,Night,Clear,Dry,Moderate,Bike,100,34.071881,-118.214482,3
A04454,2023-01-13,20,Evening,Clear,Dry,Moderate,Car,30,41.882684,-87.603827,1
A04455,2024-09-13,12,Afternoon,Fog,Icy,Severe,Car,50,40.719839,-73.97202,0
A04456,2023-12-03,22,Night,Clear,Wet,Severe,Truck,30,41.886565,-87.664475,1
A04457,2024-01-31,19,Evening,Clear,Dry,Minor,Bike,100,40.684597,-74.034238,0
A04458,2024-07-12,16,Afternoon,Rain,Wet,Moderate,Bike,80,40.743766,-74.003788,3
A04459,2023-08-23,10,Morning,Fog,Dry,Minor,Bike,30,40.672223,-73.985617,0
A04460,2023-02-06,22,Night,Rain,Wet,Severe,Car,80,41.963311,-87.583449,1
A04461,2023-03-12,22,Night,Clear,Icy,Moderate,Bus,60,33.92736,-118.302457,2
A04462,2024-06-01,9,Morning,Rain,Wet,Severe,Car,60,41.828559,-87.630598,1
A04463,2023-12-20,5,Morning,Clear,Dry,Minor,Bike,50,34.064136,-118.216397,1
A04464,2024-11-17,11,Morning,Rain,Dry,Moderate,Bike,60,34.125304,-118.23498,1
A04465,2023-02-24,17,Evening,Fog,Dry,Severe,Bike,100,40.672189,-73.978451,0
A04466,2023-03-09,15,Afternoon,Rain,Icy,Moderate,Truck,60,41.897556,-87.608248,2
